iter	MultiClass
375	0.01558561378
376	0.01554088222
377	0.01549642695
378	0.01544222861
379	0.01540501285
380	0.0153637173
381	0.01532581672
382	0.01528485599
383	0.0152469017
384	0.01519914727
385	0.01515744478
386	0.01510841687
387	0.01505369582
388	0.01499975728
389	0.01494729293
390	0.01491570198
391	0.01487443838
392	0.01482786965
393	0.0147773904
394	0.01473400204
395	0.0146912706
396	0.01464942897
397	0.01462119665
398	0.01458366311
399	0.01454944018
400	0.01451116235
401	0.01447981305
402	0.01443565136
403	0.01439348055
404	0.0143486791
405	0.01430873461
406	0.01425285249
407	0.01421894538
408	0.01418169787
409	0.01414097306
410	0.01410749931
411	0.01408169065
412	0.01404268881
413	0.01401580906
414	0.01398480245
415	0.01394313052
416	0.0139073844
417	0.01387875633
418	0.01383223367
419	0.01380522044
420	0.01376840192
421	0.01372395072
422	0.01368603712
423	0.01364745446
424	0.01361498534
425	0.01358455249
426	0.01355344316
427	0.01352385429
428	0.01349442693
429	0.01345672885
430	0.01339854068
431	0.01336469062
432	0.01332871477
433	0.0133010077
434	0.01326137426
435	0.01322104397
436	0.01319783868
437	0.01317201025
438	0.01314640932
439	0.01311485779
440	0.01308834395
441	0.01306290829
442	0.0130369224
443	0.01300092488
444	0.01295556373
445	0.01293110666
446	0.01290093014
447	0.01287025071
448	0.01284051605
449	0.01281330415
450	0.01279076214
451	0.01276794316
452	0.01274292412
453	0.01271627523
454	0.01268305021
455	0.01266006192
456	0.01261852148
457	0.01259097271
458	0.01256319517
459	0.01253348291
460	0.01249025769
461	0.01246453061
462	0.01243462662
463	0.01241055459
464	0.0123705759
465	0.01234424305
466	0.01232653187
467	0.01230124376
468	0.01228064198
469	0.01224737795
470	0.01220807731
471	0.01217753093
472	0.01214752155
473	0.01212150325
474	0.0121028385
475	0.01206943413
476	0.0120400567
477	0.0120042344
478	0.01196641749
479	0.01193930774
480	0.0119128529
481	0.01188836645
482	0.0118546296
483	0.01183416735
484	0.0117985978
485	0.01177020047
486	0.01173979357
487	0.01171192608
488	0.01167864319
489	0.01165245983
490	0.01161932412
491	0.01159635506
492	0.01156504517
493	0.01153346576
494	0.01151037709
495	0.01149182785
496	0.01145889706
497	0.01142643186
498	0.0113987762
499	0.01137741874
500	0.01134424439
501	0.01132124663
502	0.01129390171
503	0.0112702935
504	0.01123967719
505	0.01121926176
506	0.01119375561
507	0.01117204631
508	0.01113593118
509	0.01111490164
510	0.01109337151
511	0.0110636266
512	0.01103892671
513	0.01101606333
514	0.01099393848
515	0.01097184014
516	0.01095279451
517	0.01092450996
518	0.01090221997
519	0.01087312764
520	0.01085123734
521	0.01082722252
522	0.0108067755
523	0.01078832014
524	0.01077228625
525	0.01075650129
526	0.01073916296
527	0.0107183463
528	0.01069046585
529	0.01065836966
530	0.01063850816
531	0.01061788358
532	0.01059660016
533	0.01057238334
534	0.01055220551
535	0.01053476271
536	0.01051778521
537	0.01049108967
538	0.01047032691
539	0.01045188258
540	0.0104322908
541	0.01041326216
542	0.01039122032
543	0.01036410668
544	0.01034805586
545	0.01033204132
546	0.0103114844
547	0.01029205017
548	0.01026125934
549	0.01023678816
550	0.01021177852
551	0.01017901671
552	0.01015976501
553	0.01013145524
554	0.01010428385
555	0.01008990227
556	0.01007015457
557	0.01004854907
558	0.01003437153
559	0.01001588873
560	0.009992828088
561	0.009973252291
562	0.009956259
563	0.009932808192
564	0.00991333215
565	0.009888648994
566	0.009870334284
567	0.009849731899
568	0.009830541928
569	0.009819353895
570	0.009796773666
571	0.00978071005
572	0.009767498393
573	0.00975197568
574	0.009731824207
575	0.009711552083
576	0.009697123661
577	0.009684360776
578	0.009656559456
579	0.009635126282
580	0.009615369316
581	0.009599858868
582	0.009581407251
583	0.009562380313
584	0.009548253332
585	0.009531648518
586	0.009518322638
587	0.009503120637
588	0.009483733828
589	0.0094690896
590	0.009450599339
591	0.009422933918
592	0.009401547886
593	0.009379691743
594	0.009359640352
595	0.00934137251
596	0.009325673033
597	0.009310269731
598	0.009295641537
599	0.009278061522
600	0.009262112978
601	0.009246993212
602	0.009233084694
603	0.009214981256
604	0.009201675165
605	0.009184978125
606	0.009170861995
607	0.009160394302
608	0.009145379806
609	0.009126491573
610	0.009110795381
611	0.009098587955
612	0.009082404856
613	0.009064527567
614	0.009052113295
615	0.009036198548
616	0.009026652372
617	0.00900885159
618	0.008996513497
619	0.008977529423
620	0.008966278188
621	0.008946899008
622	0.008931372163
623	0.008915362989
624	0.008900749161
625	0.008878444475
626	0.008863598384
627	0.008846863858
628	0.008824870672
629	0.00880656423
630	0.008795016865
631	0.008774721868
632	0.008758945214
633	0.008748453069
634	0.008732803036
635	0.008720019197
636	0.008698607496
637	0.008683846937
638	0.008667479529
639	0.008651128543
640	0.008641318819
641	0.008622448202
642	0.008606617694
643	0.008592912834
644	0.008578523603
645	0.008560770334
646	0.008551293664
647	0.008538962054
648	0.008527064301
649	0.008514265748
650	0.008500535333
651	0.008490861457
652	0.008475709985
653	0.008463223288
654	0.008450711668
655	0.008437270724
656	0.008416076877
657	0.008406179516
658	0.008389817886
659	0.008376094815
660	0.008364687318
661	0.008346829464
662	0.008334329111
663	0.008324388181
664	0.008311191928
665	0.008298158911
666	0.00828439209
667	0.008274081
668	0.008261661263
669	0.008248818575
670	0.008237280253
671	0.00822467239
672	0.008214356204
673	0.008198256065
674	0.008186426162
675	0.008175561237
676	0.008158907448
677	0.008143675862
678	0.00813065034
679	0.008116998497
680	0.008098362297
681	0.008083655654
682	0.008070871584
683	0.008059115057
684	0.008047329271
685	0.00803794832
686	0.008025310998
687	0.008013268981
688	0.007999333794
689	0.007983475119
690	0.007970731477
691	0.007961905359
692	0.007951187869
693	0.007941374765
694	0.007931830651
695	0.007917939954
696	0.007907460909
697	0.007896450683
698	0.007882832265
699	0.007868489571
700	0.007854518486
701	0.00784165176
702	0.007831908254
703	0.007817740145
704	0.007806321422
705	0.007795219913
706	0.007783817407
707	0.007770995561
708	0.007761550527
709	0.00775068162
710	0.007737613731
711	0.007727091274
712	0.007715594266
713	0.007706639732
714	0.007698158146
715	0.007686911386
716	0.007674725452
717	0.00766426114
718	0.007652912561
719	0.007639798112
720	0.007625256901
721	0.007614411818
722	0.007604608022
723	0.007592778592
724	0.007577786057
725	0.007567347464
726	0.007556930902
727	0.00754829285
728	0.007536725412
729	0.007525824527
730	0.007517927145
731	0.007505461533
732	0.007496444183
733	0.007487818471
734	0.007474558572
735	0.007461148175
736	0.00744850147
737	0.007438026736
738	0.00742581532
739	0.007418119787
740	0.007406420058
741	0.00739506363
742	0.007382626767
743	0.007375129006
744	0.007362318623
745	0.007352537173
746	0.007342661089
747	0.007334901509
748	0.007329019495
749	0.007316770323
750	0.007308120913
751	0.007295455139
752	0.007280606971
753	0.007274315126
754	0.007263170883
755	0.007255330102
756	0.007247185464
757	0.007234773127
758	0.007220195988
759	0.007210515457
760	0.0071998139
761	0.007190286966
762	0.007179669212
763	0.007166289845
764	0.007157890379
765	0.0071479094
766	0.007137322897
767	0.007126877777
768	0.00711860359
769	0.007105513312
770	0.007092601134
771	0.007083308885
772	0.007076666847
773	0.007065782085
774	0.007052552714
775	0.007038223541
776	0.007028061769
777	0.007018867519
778	0.007012620298
779	0.007003508055
780	0.00699514672
781	0.006982472625
782	0.006975045129
783	0.006967737114
784	0.006957249736
785	0.006950597414
786	0.006942934829
787	0.006932657741
788	0.006924586183
789	0.006916306851
790	0.006905711725
791	0.006898231017
792	0.006886983478
793	0.006876729758
794	0.006869623354
795	0.006859393931
796	0.006852062645
797	0.006842026996
798	0.006833482894
799	0.006822989837
800	0.006813975492
801	0.006803546521
802	0.006792546678
803	0.006783182176
804	0.006775621501
805	0.006767798184
806	0.006759601557
807	0.006748231113
808	0.006737196844
809	0.006728065122
810	0.006720856764
811	0.006713348979
812	0.006705285228
813	0.006695072072
814	0.006688128973
815	0.006679392391
816	0.006670388448
817	0.006663402074
818	0.006653882573
819	0.00664803014
820	0.006641079894
821	0.006630673393
822	0.006621761929
823	0.006610771304
824	0.006603399107
825	0.006591837129
826	0.006583509337
827	0.006573077977
828	0.006566066998
829	0.006560436168
830	0.006551976011
831	0.006543538947
832	0.006535682241
833	0.006527523998
834	0.006519384495
835	0.006511057012
836	0.006503965604
837	0.006497343162
838	0.006489934525
839	0.006483361543
840	0.006475557415
841	0.006469869286
842	0.006462047832
843	0.006452784257
844	0.006444917873
845	0.006436581781
846	0.006430271859
847	0.006421902169
848	0.006417110086
849	0.006409390566
850	0.006399948229
851	0.006392596221
852	0.006384185801
853	0.006377394093
854	0.006370386179
855	0.006362628697
856	0.00635535586
857	0.006348335575
858	0.006339646515
859	0.006332957866
860	0.006324653287
861	0.006316373121
862	0.00630728555
863	0.0063019548
864	0.006293788154
865	0.006286971863
866	0.006278665346
867	0.006269815939
868	0.006260960838
869	0.006252896795
870	0.006246363232
871	0.006238898655
872	0.006231625364
873	0.006223970348
874	0.006217153314
875	0.006208775377
876	0.006200990494
877	0.006195196478
878	0.00618669101
879	0.006180274821
880	0.006173900465
881	0.006165828223
882	0.006160718898
883	0.006154235766
884	0.006146480729
885	0.006140834738
886	0.006133937343
887	0.006127175884
888	0.006116798381
889	0.00610983623
890	0.006100235404
891	0.006093475933
892	0.006084818066
893	0.006079527951
894	0.006072966563
895	0.006065120223
896	0.006059685242
897	0.006053285251
898	0.006045511391
899	0.006038796492
900	0.006031218574
901	0.006024669009
902	0.006017261618
903	0.00601031635
904	0.006003555661
905	0.005996751332
906	0.005989368935
907	0.005979207527
908	0.005971353638
909	0.005965629049
910	0.005958817893
911	0.005953403055
912	0.005946600323
913	0.005937915997
914	0.005929671739
915	0.005923778472
916	0.00591469364
917	0.005907481608
918	0.005898806678
919	0.005889542986
920	0.005884260365
921	0.005877864803
922	0.0058704725
923	0.005866061903
924	0.005857781692
925	0.005851158479
926	0.005845269362
927	0.005838677521
928	0.005833139072
929	0.005826641528
930	0.005820672331
931	0.005812004254
932	0.005805017606
933	0.00579749653
934	0.005788907953
935	0.005782017927
936	0.005776056842
937	0.00576880371
938	0.00576153975
939	0.005753843537
940	0.005748110254
941	0.005738621187
942	0.00572981653
943	0.005724196454
944	0.005718302035
945	0.005713479633
946	0.00570749729
947	0.005702187956
948	0.005696447825
949	0.00568823189
950	0.005682003375
951	0.005676054973
952	0.005667771415
953	0.005659988312
954	0.005655519882
955	0.005650137753
956	0.005644494531
957	0.005635336609
958	0.00562645684
959	0.005619135483
960	0.005614455805
961	0.005607704234
962	0.005600871842
963	0.005594026184
964	0.00558891348
965	0.005584413992
966	0.005578045491
967	0.005571141085
968	0.005564572662
969	0.005558272153
970	0.005553413688
971	0.00554862467
972	0.005542379797
973	0.005537440595
974	0.005533405026
975	0.00552813399
976	0.005523197857
977	0.005518003069
978	0.005512857501
979	0.005508572956
980	0.005503745856
981	0.005498654135
982	0.005491709936
983	0.005488199616
984	0.00547841945
985	0.005470681358
986	0.005465035953
987	0.005460638317
988	0.005454482254
989	0.005449020719
990	0.005445158486
991	0.005440552192
992	0.005435622672
993	0.005429650626
994	0.005423258829
995	0.005417687796
996	0.005411491692
997	0.005407262698
998	0.005401169174
999	0.005395975298
9	0.005159111294
